num_epochs;batch_size;hidden_size;learning_rate;lr_decay;reg;norm_layer;history_loss_train;history_loss_validation;best_model_valid_accuracy;early_stopped_valid_accuracy;is_early_stopped;train_valid_loss_hist_plot_path;valid_accuracy_plot_path;path_pre_train_filter_plots;path_post_train_filter_plots;best_model_test_accuracy;early_stopped_best_accuracy
30;200;[128, 512, 512, 512, 512];0.001;0.95;0.001;BN;[0.00730712281441202, 0.005465995239968203, 0.0048514110214856205, 0.004381949360273322, 0.004015361962269763, 0.0036492320323476984, 0.0033429873731671547, 0.0029376318631123524, 0.002654325695670381, 0.002326735222217988, 0.0021006128502135376, 0.0018739170724031877, 0.001671072404603569, 0.0015082971304655076, 0.0013907954078547808, 0.0013264853723195134, 0.00130192097778223, 0.001207673220610132, 0.0011889286959657864, 0.0011838213196214364, 0.0011167437542153864, 0.0010944748231951071, 0.0010445403517508993, 0.0010477728156410918, 0.0010696095438027869, 0.0010992217194669101, 0.0010653603691227582, 0.0010319301905680675, 0.0009928112568295731, 0.0009773198281015669];[0.00496193552017212, 0.005241993606090545, 0.004389227271080017, 0.004461420357227326, 0.00410146415233612, 0.0038109763264656065, 0.0034709845781326293, 0.0026162787675857546, 0.002930661916732788, 0.003375993728637695, 0.0027637333273887632, 0.002419937938451767, 0.0033732720017433165, 0.003305747091770172, 0.002942672610282898, 0.003413821041584015, 0.003203569769859314, 0.0030639063119888305, 0.003706532120704651, 0.003170551300048828, 0.0034473194479942323, 0.003545784771442413, 0.003107302188873291, 0.00360601931810379, 0.003975120007991791, 0.0037673192024230955, 0.003518418610095978, 0.0032458328008651734, 0.0032883222103118896, 0.0029266314506530763];86.7;nan;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.001_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.001_0.95_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.001_0.95_0.001.png;./post_training_filters/post_training_filters_30_200_0.001_0.95_0.001.png;85.3;nan
30;200;[128, 512, 512, 512, 512];0.001;0.95;0.005;BN;[0.0076440023646062736, 0.00623221192797836, 0.005789501961396665, 0.00547094931772777, 0.00519328665368411, 0.004834026213811369, 0.0044456137394418525, 0.0040677088474740785, 0.0037504090058560276, 0.0034303609637581574, 0.003167985118165308, 0.0029596576374404287, 0.0026928999630772337, 0.002524573406394647, 0.0022923556511499446, 0.0021222085855445083, 0.001968145452895943, 0.0018150592680488313, 0.0016753420303670728, 0.0015517526323698004, 0.0014867679838623318, 0.0014444004972370304, 0.0013806481403963906, 0.001305359271411993, 0.0012240630379136727, 0.0011984551749667342, 0.0012116619676959758];[0.0061342308521270756, 0.00644118058681488, 0.008702171325683595, 0.0053853802680969235, 0.005667925596237183, 0.0051540184617042545, 0.004414696335792541, 0.003916693985462189, 0.003749070644378662, 0.00305298113822937, 0.003253001570701599, 0.0030245169401168824, 0.002997523307800293, 0.0028554708361625673, 0.0031496145725250246, 0.0028718449473381044, 0.0030357120633125304, 0.0028189806938171387, 0.002855906993150711, 0.002891703635454178, 0.0029752842485904693, 0.003000259339809418, 0.00328764808177948, 0.002604899346828461, 0.0026668861508369448, 0.0029238659143447877, 0.0032067158818244934];85.4;82.0;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.001_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.001_0.95_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.001_0.95_0.005.png;./post_training_filters/post_training_filters_30_200_0.001_0.95_0.005.png;81.9;81.9
30;200;[128, 512, 512, 512, 512];0.001;0.9;0.001;BN;[0.007369449216492322, 0.00546293527131178, 0.004760667716970249, 0.004235493853384135, 0.0038055862261324514, 0.0033920476874526664, 0.0030460417027376135, 0.002621128231895213, 0.0022181558323149777, 0.0019035595050271676, 0.001604516146134357, 0.0014087958612612316, 0.0012550436382999226, 0.0011504183743073016, 0.0010731470593992544, 0.0009952698676865927, 0.0009645943856056856, 0.0009534698124138676, 0.0009731970449187318, 0.0009559344702533314, 0.0009636124041007489, 0.0009473117039519914, 0.0009547429083257306, 0.0009503203149960965];[0.006352048635482788, 0.0053194484710693355, 0.004547297179698944, 0.003540380597114563, 0.0032658761739730834, 0.003349177837371826, 0.0031407557129859926, 0.0035225216150283813, 0.002644999325275421, 0.0033794798254966735, 0.002920160174369812, 0.002965005576610565, 0.0029089077413082124, 0.0031531904935836793, 0.00328048574924469, 0.002601144403219223, 0.0026811341643333433, 0.0026173639297485353, 0.0026825568974018096, 0.0026164871752262114, 0.002752209722995758, 0.002645643711090088, 0.0026696414947509767, 0.002768395334482193];86.4;85.3;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.001_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.001_0.9_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.001_0.9_0.001.png;./post_training_filters/post_training_filters_30_200_0.001_0.9_0.001.png;85.9;85.9
30;200;[128, 512, 512, 512, 512];0.001;0.9;0.005;BN;[0.0076387940985815864, 0.006173134520345805, 0.005669868531275769, 0.005267115504157787, 0.005027962777079368, 0.004642828065521863, 0.0042468077394427085, 0.003887925034883071, 0.0034857396373943407, 0.0031043676004117848, 0.002755680832935839, 0.0024141807245964906, 0.0021105250333036695, 0.0017950269789720069, 0.0015947435610756582, 0.0014071782243495084, 0.0012716420843284957, 0.00118020063973203, 0.001132891189687106, 0.0010859730736333497, 0.0010640750624695602, 0.0010716678533627063, 0.001055614044471663, 0.0010443382819696348, 0.0010607506538532218];[0.00870623242855072, 0.005963669896125794, 0.0061228500604629515, 0.006383206605911255, 0.0042071972489356995, 0.005475930273532868, 0.00578109735250473, 0.0045761365294456485, 0.003094905316829681, 0.0033504437804222106, 0.0024734410047531127, 0.0029626680612564087, 0.0030542156100273133, 0.0028749141693115233, 0.0029449614882469176, 0.0032523894906044005, 0.0027385572791099547, 0.002630997806787491, 0.002643507242202759, 0.0025748691260814665, 0.0025930528044700624, 0.0026913724541664124, 0.002590298891067505, 0.002681153178215027, 0.002583290696144104];85.6;84.2;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.001_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.001_0.9_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.001_0.9_0.005.png;./post_training_filters/post_training_filters_30_200_0.001_0.9_0.005.png;86.7;86.7
30;200;[128, 512, 512, 512, 512];0.002;0.99;0.001;BN;[0.007884634677244692, 0.006092930655090176, 0.005291779678695056, 0.004705895903159161, 0.004281964868915324, 0.003955040582588741, 0.003749709041751161, 0.0034975252285295603, 0.003361849979478486, 0.0031506562080918527, 0.0030004517606326514, 0.002904275957418948, 0.0027874037574748605, 0.002713658646661408, 0.0026250722146764095, 0.0025069807390777432, 0.00241597143849548, 0.0023523543969709046, 0.002286281204345275, 0.002251475008166566, 0.0021932523305318793, 0.0020906214336959684, 0.0021110030485659227, 0.0020148234762707535, 0.001978456326285187, 0.0019825160065475777, 0.001883039795014323, 0.00187585662700692, 0.001849507501538919, 0.001808646974819047];[0.006813680768013, 0.007986924290657043, 0.004566920757293701, 0.004811160981655121, 0.003748323857784271, 0.0035251962542533874, 0.003071912169456482, 0.003305893421173096, 0.003103788375854492, 0.0038454414606094362, 0.0029055040776729585, 0.0028968179821968077, 0.0033772132992744446, 0.0030750901103019715, 0.0033313524127006533, 0.0034920188188552856, 0.0036733437180519104, 0.003127234697341919, 0.0034262136220932007, 0.003002434253692627, 0.003693897843360901, 0.003670729398727417, 0.0035700319409370422, 0.0034891673922538757, 0.0033336045145988466, 0.0036479583382606506, 0.003472329258918762, 0.0034907318353652956, 0.00368570077419281, 0.003919004380702972];82.6;78.7;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.002_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.002_0.99_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.002_0.99_0.001.png;./post_training_filters/post_training_filters_30_200_0.002_0.99_0.001.png;77.9;77.9
30;200;[128, 512, 512, 512, 512];0.002;0.99;0.005;BN;[0.008400924974558304, 0.007179743800844465, 0.006543699264526367, 0.005748630207412097, 0.005254447168233443, 0.004941340321180772, 0.004685254565307073, 0.0045280814085687906, 0.00437789083743582, 0.004291494277058816, 0.00413619847443639, 0.0040854468163178895, 0.00401464759087076, 0.003987889728984054, 0.0038650030591049975, 0.0038489673344456418, 0.0037708113850379475, 0.0037435353605114684, 0.0037131434131641777, 0.0036277029392670613];[0.01068064570426941, 0.007857642412185669, 0.006484404921531677, 0.00540820586681366, 0.004622164368629456, 0.0042916336059570315, 0.004814010143280029, 0.0047545648217201236, 0.005161170959472656, 0.00376430481672287, 0.0038259884119033814, 0.003602996826171875, 0.0035195819735527037, 0.0037166908979415895, 0.0034135282039642334, 0.0035822763442993166, 0.003807212650775909, 0.003304732918739319, 0.0035974069833755494, 0.003943425893783569];78.6;74.5;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.002_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.002_0.99_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.002_0.99_0.005.png;./post_training_filters/post_training_filters_30_200_0.002_0.99_0.005.png;73.8;73.8
30;200;[128, 512, 512, 512, 512];0.002;0.95;0.001;BN;[0.007819355548644552, 0.005990911542152872, 0.005290171045429852, 0.004629669155393328, 0.004148734290989078, 0.003768266093974211, 0.00344563125773352, 0.003193525649455129, 0.002936360105568049, 0.0027384465385456476, 0.0025085573117343747, 0.002316794074919759, 0.002115748376262431, 0.002007420875588242, 0.001835053492261439, 0.001712432799594743, 0.001631657072171873, 0.0015541961786090111, 0.001424732963649594, 0.001373642362198051, 0.0013379940813293262, 0.00130026712557491, 0.001239619954964336, 0.001224901705067985, 0.0011850246118039502, 0.0011621181824985815, 0.00112153510232361];[0.006694891571998597, 0.005637008905410767, 0.005164594471454621, 0.004483446180820465, 0.004981459498405456, 0.0030819517374038696, 0.0031288098096847535, 0.0031894471049308776, 0.0037149431705474855, 0.00317692494392395, 0.00340279895067215, 0.0028468817472457886, 0.003187714457511902, 0.003182672441005707, 0.0034657127857208253, 0.0032171077132225035, 0.003764394223690033, 0.0037423890829086305, 0.0035439281463623047, 0.0036361112594604492, 0.0038467158675193785, 0.003684959053993225, 0.004003856062889099, 0.004293570876121521, 0.004018938660621643, 0.0036631184220314024, 0.004660631000995636];83.1;79.9;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.002_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.002_0.95_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.002_0.95_0.001.png;./post_training_filters/post_training_filters_30_200_0.002_0.95_0.001.png;79.6;79.6
30;200;[128, 512, 512, 512, 512];0.002;0.95;0.005;BN;[0.008230880292094483, 0.007076401703211726, 0.006436286473760799, 0.0056551053013120375, 0.0050726550914803326, 0.004702090129560354, 0.004381591772546573, 0.00414617290545483, 0.003987569860049656, 0.0037895888953792807, 0.0036762978811653293, 0.003523080635435727, 0.0033944226789231202, 0.0032586667847876644, 0.003139970005166774, 0.003015443406542953, 0.0029155962053610354, 0.0028218481881277903, 0.0026990870091379905, 0.002625583543461196, 0.002483241278298047, 0.002381295876843589, 0.002288021477509518, 0.002208117816521197, 0.0020769311274800983];[0.008227328777313232, 0.007680787444114685, 0.007324632048606872, 0.006104092717170715, 0.004452028095722199, 0.004822792649269104, 0.004855134844779968, 0.004014147043228149, 0.0034477068185806274, 0.004063883721828461, 0.003466504633426666, 0.0031990126967430116, 0.0034360628724098207, 0.0035305626392364503, 0.0032523680925369263, 0.003208932638168335, 0.0033428204655647276, 0.0032038814425468447, 0.0030609996914863586, 0.003034662365913391, 0.003437884509563446, 0.003196533381938934, 0.0034002084732055664, 0.0035727797746658327, 0.004578737735748291];81.6;75.5;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.002_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.002_0.95_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.002_0.95_0.005.png;./post_training_filters/post_training_filters_30_200_0.002_0.95_0.005.png;76.0;76.0
30;200;[128, 512, 512, 512, 512];0.002;0.9;0.001;BN;[0.007863396581338377, 0.006034375801378367, 0.005173697910746749, 0.004530159348127794, 0.004064206563696569, 0.00361935555934906, 0.00319414657475997, 0.0028457574868688777, 0.0025322820240137526, 0.002185973947753712, 0.0018661169345889773, 0.001662358283996582, 0.0014777004359936227, 0.0013123088707121052, 0.0011840716348010666, 0.0011415151981066685, 0.0010851867728087366, 0.0010270443205930748, 0.0009961426936242045, 0.0009784816959682776, 0.0009743628305744151, 0.0009732650568594738, 0.000966136424517145, 0.0009729042681200163, 0.0009810182608816088, 0.0009894248183284487, 0.0009759508810785352];[0.00720622730255127, 0.0054355660676956175, 0.005020975112915039, 0.0038950719237327578, 0.0036636629700660707, 0.00304102224111557, 0.0030555647611618044, 0.0030005225837230684, 0.003086472809314728, 0.0032662981748580932, 0.0033601086139678953, 0.003220988750457764, 0.003144066333770752, 0.0034129060506820678, 0.003590085744857788, 0.0034585546255111693, 0.0034971795082092286, 0.0033163059949874877, 0.0031524347066879273, 0.003248723030090332, 0.003319662809371948, 0.003265962362289429, 0.0031846667528152464, 0.0033336083889007567, 0.0031936926245689392, 0.0032558286786079408, 0.003314917504787445];85.1;83.4;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.002_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.002_0.9_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.002_0.9_0.001.png;./post_training_filters/post_training_filters_30_200_0.002_0.9_0.001.png;83.9;83.9
30;200;[128, 512, 512, 512, 512];0.002;0.9;0.005;BN;[0.00845703137894066, 0.007075833135721635, 0.0064600558621542795, 0.00564682489511918, 0.004950831440030312, 0.00451594963730598, 0.004152762419107009, 0.003856891291482108, 0.003639758998033952, 0.003324820033141545, 0.0031688683373587473, 0.002920243512611, 0.0027040042293315033, 0.0024621551864001216, 0.0022750451966207855, 0.0021144396680958417, 0.001913266080982831, 0.0017619703703997086, 0.0016022675974028452, 0.0014783850564640396, 0.0014051273191461758, 0.0013114977786127403, 0.0012559207629184333, 0.0012299422801149134, 0.0011721618388380324, 0.0011682282321307123, 0.0011370880944388253, 0.001142753365696693, 0.0011159545508574466, 0.0011356014308272575];[0.007526264667510986, 0.007057433128356934, 0.006310228109359741, 0.005214487016201019, 0.004338541448116302, 0.003964707016944885, 0.00353972065448761, 0.003547141671180725, 0.0032698253989219667, 0.0030267518758773804, 0.002982976496219635, 0.0029365805983543394, 0.0028489534258842467, 0.003208529591560364, 0.0029830491542816163, 0.0030816587805747985, 0.0029842679500579833, 0.003150224268436432, 0.003141345739364624, 0.003323539137840271, 0.003234175682067871, 0.0032443238496780396, 0.0033140409588813782, 0.0032945672869682313, 0.0033398584127426146, 0.0033373652696609495, 0.00323218834400177, 0.0033178778290748594, 0.0033413851261138916, 0.003283297836780548];82.4;80.5;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.002_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.002_0.9_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.002_0.9_0.005.png;./post_training_filters/post_training_filters_30_200_0.002_0.9_0.005.png;82.0;82.0
30;200;[128, 512, 512, 512, 512];0.01;0.99;0.001;BN;[0.00966948281502237, 0.0069019769089562555, 0.006134086037168697, 0.005806921564802832, 0.005590764590672084, 0.005391951189965618, 0.005288646236974366, 0.005211448847031107, 0.005126324288699091, 0.0051152985448739965, 0.005007029650162678, 0.004973024281920219, 0.0049475535361134275];[0.008311923146247863, 0.007270481586456299, 0.005163115680217743, 0.007062825202941894, 0.005011887013912201, 0.00477959156036377, 0.00490146541595459, 0.00597878897190094, 0.008068153977394105, 0.00505461174249649, 0.006001761674880981, 0.004772558093070984, 0.009642840504646302];68.4;43.4;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.01_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.01_0.99_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.01_0.99_0.001.png;./post_training_filters/post_training_filters_30_200_0.01_0.99_0.001.png;41.5;41.5
30;200;[128, 512, 512, 512, 512];0.01;0.99;0.005;BN;[0.009989458213047106, 0.007570897720297989, 0.007052375236336066, 0.006780368359721437, 0.006600517686532468, 0.006470400440449617, 0.0064006068292929204, 0.006315387492277185, 0.006238670300464241, 0.006261546417158477, 0.006183381576927341, 0.006150632919097433];[0.009151125788688659, 0.006817756295204163, 0.007937832117080688, 0.007095644474029541, 0.006382620811462402, 0.008415928602218629, 0.0072930073738098145, 0.005538201808929443, 0.007119290113449097, 0.008147960424423218, 0.00584833538532257, 0.016097540616989137];60.8;27.6;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.01_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.01_0.99_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.01_0.99_0.005.png;./post_training_filters/post_training_filters_30_200_0.01_0.99_0.005.png;26.0;26.0
30;200;[128, 512, 512, 512, 512];0.01;0.95;0.001;BN;[0.009618605015229206, 0.006810763397995307, 0.0060559881475507, 0.005699365447978584, 0.005445182959644162, 0.005368657529354095, 0.005147993421067997, 0.005025200469153268, 0.00491655704683187, 0.004835336491769674, 0.004673301048424779, 0.0046273140019300035, 0.0045271337105303395, 0.004450318585853187, 0.004373805016887431, 0.004291479563226505];[0.009118997931480407, 0.00787145221233368, 0.005960997581481934, 0.004983055174350739, 0.004645689606666565, 0.004947528183460235, 0.005952006220817566, 0.00492325097322464, 0.004728797733783722, 0.004808848857879639, 0.004025544047355652, 0.005375591456890106, 0.004958470582962036, 0.004375921010971069, 0.0042833488583564755, 0.004861804127693176];72.5;64.4;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.01_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.01_0.95_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.01_0.95_0.001.png;./post_training_filters/post_training_filters_30_200_0.01_0.95_0.001.png;64.1;64.1
30;200;[128, 512, 512, 512, 512];0.01;0.95;0.005;BN;[0.009856233141860184, 0.007381537001960131, 0.0067566415339100116, 0.0065221933199434865, 0.006340312590404433, 0.006187820641361938, 0.006064240487254396, 0.005950016064303262, 0.005859852390629905, 0.005792203062651108, 0.005758404060285919];[0.009333431839942933, 0.006983978271484375, 0.006311293125152588, 0.007811093926429749, 0.005672421097755432, 0.0054954859018325804, 0.00546359932422638, 0.0071211779117584225, 0.005479502558708191, 0.005296416938304901, 0.012432708263397216];64.9;34.0;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.01_0.95_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.01_0.95_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.01_0.95_0.005.png;./post_training_filters/post_training_filters_30_200_0.01_0.95_0.005.png;36.5;36.5
30;200;[128, 512, 512, 512, 512];0.01;0.9;0.001;BN;[0.009554331497270233, 0.006741470626422337, 0.006000730030390681, 0.005593261749160533, 0.005262608191188501, 0.0050449598443751435, 0.004879960219470822, 0.004699530202515271, 0.0045439543152342035, 0.004425981595808146, 0.004259294913739574, 0.004152897672993796, 0.004002971663766978, 0.003867057907338045, 0.0037629437093832053, 0.003621209412204976, 0.0035286283456549355, 0.00341783976919797, 0.0033534744235934042, 0.003216971695423126, 0.00310898612530864, 0.0030102753651385403, 0.002907579268119773, 0.0028089110236995075, 0.002711950695636321, 0.002667553537962388, 0.00259693253283598, 0.002491049017224993, 0.0024365418237082812, 0.002341002878485894];[0.007619927883148194, 0.00993465793132782, 0.005407069861888885, 0.00508492773771286, 0.0060238010883331295, 0.004986667871475219, 0.004321634471416473, 0.004201151192188263, 0.004871294677257538, 0.004084635317325592, 0.0038666277527809145, 0.0038206309080123903, 0.003907499730587006, 0.0037514594793319703, 0.0036511350274086, 0.004001093924045563, 0.003494033992290497, 0.0035114436745643618, 0.0038089150190353392, 0.003641892433166504, 0.003778934955596924, 0.0035440153479576113, 0.0035078948736190795, 0.0035328428149223328, 0.0034353803992271423, 0.003621894061565399, 0.0037308716773986816, 0.003675252676010132, 0.0037944225668907166, 0.0037488512992858887];79.0;nan;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.01_0.9_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.01_0.9_0.001.png;./pre_training_filters/pre_training_filters_30_200_0.01_0.9_0.001.png;./post_training_filters/post_training_filters_30_200_0.01_0.9_0.001.png;76.9;nan
30;200;[128, 512, 512, 512, 512];0.01;0.9;0.005;BN;[0.009954280853271484, 0.007496217985542453, 0.006819357057006992, 0.0064364344587131425, 0.006258557815941012, 0.006072190973223472, 0.0059348336725818865, 0.005795428962123637, 0.0057017456426912425, 0.005597109052599693, 0.005509784918658588, 0.005368823333662383, 0.005322392851722484, 0.005219482300232868, 0.005195194274795299, 0.005118767297997767, 0.005020904351253899, 0.0049449080082834985, 0.004862810926777976, 0.004814657523923991, 0.00479939140957229, 0.004689270002501351, 0.004666961000890148, 0.004636316936843249, 0.004593204808478453, 0.004542618322129152, 0.004512418420947328, 0.004471600724726307, 0.004412309291411419, 0.004385205987764864];[0.009507890582084656, 0.00815563154220581, 0.00629300582408905, 0.006286567091941833, 0.005976284503936767, 0.0064462308883666995, 0.005751845002174377, 0.005256249070167541, 0.005148517787456512, 0.0054723119735717776, 0.005159132719039917, 0.005211765050888061, 0.004681355476379394, 0.005272536218166352, 0.004735141158103943, 0.004521988153457642, 0.004469683289527893, 0.004371883571147919, 0.004130299806594849, 0.004222403585910797, 0.004032368659973144, 0.004421197772026062, 0.004083594799041748, 0.0040083351135253905, 0.00398287045955658, 0.004020138204097748, 0.004141044378280639, 0.0038847787976264954, 0.004006067097187043, 0.0039789388179779055];73.8;nan;False;./train_valid_history_plots/train_val_loss_hist_30_200_0.01_0.9_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_200_0.01_0.9_0.005.png;./pre_training_filters/pre_training_filters_30_200_0.01_0.9_0.005.png;./post_training_filters/post_training_filters_30_200_0.01_0.9_0.005.png;71.9;nan
30;400;[128, 512, 512, 512, 512];0.001;0.99;0.001;BN;[0.0038663334211682886, 0.002773186276114084, 0.002382460864094215, 0.002164719227125974, 0.00198970613440847, 0.001876879516171246, 0.0017553986160735774, 0.0016363635610758774, 0.0014883018769626694, 0.001394796105540865, 0.0012802137379966131, 0.001194716123182599, 0.0011002435989496185, 0.001024683814465515, 0.0009467557054467317, 0.0009065453526450367, 0.0008470047416725779, 0.000814214791890567, 0.0007630652522410804, 0.0007607124264283878, 0.000738816002944136, 0.0007224232421779051];[0.002988001008828481, 0.0029063376784324644, 0.0023014673590660093, 0.001776037315527598, 0.0020294681191444395, 0.0018539566298325857, 0.001997696707646052, 0.0016248887280623117, 0.00196984459956487, 0.001775319278240204, 0.001679865668217341, 0.0015905528763930003, 0.002123900204896927, 0.0014994949599107107, 0.002078189253807068, 0.001837131232023239, 0.0017787619431813557, 0.0016395933429400127, 0.0017736424505710603, 0.0015621045728524527, 0.0017174471418062846, 0.0021286331117153167];83.3;77.2;False;./train_valid_history_plots/train_val_loss_hist_30_400_0.001_0.99_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_400_0.001_0.99_0.001.png;./pre_training_filters/pre_training_filters_30_400_0.001_0.99_0.001.png;./post_training_filters/post_training_filters_30_400_0.001_0.99_0.001.png;76.81;76.81
30;400;[128, 512, 512, 512, 512];0.001;0.99;0.005;BN;[0.003891955175535466, 0.0029438599314146894, 0.002679253063066219, 0.002557570297059005, 0.002480300244519381, 0.0023896133257606165, 0.0023227367471388683, 0.0022519240316336716, 0.0021693304241672765, 0.0020799816393755315, 0.00199265715673687, 0.0018920309126861695, 0.001794714571499243, 0.001697594668807053, 0.0016055560723795155, 0.0015153119888732104, 0.0014316973659565778, 0.0013650398574224331, 0.0013044116167518181, 0.0012536985742125084, 0.0011844939005568745, 0.0011482265658252608, 0.0011143197403932974, 0.0010584125025727884, 0.0010342394796813406, 0.0010054009528906364, 0.0009610474248969458, 0.0009117221753529417, 0.0009124605636286542, 0.0008926276871707382];[0.005583547751108806, 0.002681575318177541, 0.0036177542805671693, 0.0036652255058288574, 0.0030631351470947264, 0.002318481057882309, 0.0031116902828216553, 0.0024154203633467357, 0.002176383684078852, 0.0029333988825480145, 0.002554741104443868, 0.0020877823233604433, 0.0017924500008424124, 0.0017848701775074005, 0.0016992623110612234, 0.0014870357513427734, 0.0018758238355318705, 0.0014520974457263947, 0.0017371980845928192, 0.0018694166839122771, 0.001681807686885198, 0.0015402113894621532, 0.0015731684863567353, 0.001906070758899053, 0.0018706444402535756, 0.001789454420407613, 0.0020674699544906616, 0.001556694209575653, 0.0015156878034273784, 0.0018714819848537445];82.1;nan;False;./train_valid_history_plots/train_val_loss_hist_30_400_0.001_0.99_0.005.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_400_0.001_0.99_0.005.png;./pre_training_filters/pre_training_filters_30_400_0.001_0.99_0.005.png;./post_training_filters/post_training_filters_30_400_0.001_0.99_0.005.png;78.64;nan
30;400;[128, 512, 512, 512, 512];0.001;0.95;0.001;BN;[0.0038398926941359914, 0.002732412530397012, 0.0023698975497144993, 0.0021032021128065217, 0.0019489254675260405, 0.0017740090179249523, 0.0016255269181437609, 0.0014815180821389686, 0.0013500678121316724, 0.001210010401238271, 0.001087981412202362, 0.0009509313433635526, 0.0008645214970276608, 0.0007946753889564576, 0.000697076487529084, 0.000678493355408432, 0.0006734760450880702, 0.000613708391301031, 0.0005829320411856582, 0.0005546355411046889, 0.0005283529892927262, 0.0005316168418138977, 0.0005435039466474115, 0.0005538004815457313, 0.0005617737379379388, 0.0005594617346437966, 0.0005259406766513499, 0.0004951197917505008, 0.00047612277048874674, 0.0004710437196905051];[0.0029153489073117573, 0.0023030426104863485, 0.0020407732327779133, 0.0022069337964057923, 0.0015505832433700562, 0.0018417543669541677, 0.002099649757146835, 0.0014094158510367075, 0.0022558505336443585, 0.0015963748594125112, 0.0015718681613604228, 0.002022100438674291, 0.0016310776273409525, 0.0016326449314753215, 0.0016223691900571187, 0.0015461594363053639, 0.001400718738635381, 0.001783888190984726, 0.001588525970776876, 0.0014913069705168407, 0.0013839909434318542, 0.0017996661365032196, 0.0017009486258029937, 0.0017499928176403045, 0.0016861727337042492, 0.0018537521362304687, 0.001667593369881312, 0.0015261530876159667, 0.001426381766796112, 0.0014352859556674958];85.9;nan;False;./train_valid_history_plots/train_val_loss_hist_30_400_0.001_0.95_0.001.png;./valid_accuracy_history_plots/valid_accuracy_hist_30_400_0.001_0.95_0.001.png;./pre_training_filters/pre_training_filters_30_400_0.001_0.95_0.001.png;./post_training_filters/post_training_filters_30_400_0.001_0.95_0.001.png;85.76;nan
